Algorithm,Workload,TQ,Avg_TAT,Avg_WT,Avg_RT
RR,Light,4,162.88299999999998,154.64000000000001,61.057
RR,Heavy,4,1970.3979999999997,1929.3649999999998,182.718
RR,Mixed,4,424.64700000000005,405.534,123.57899999999998
RR,Light,8,167.905,159.66199999999998,99.775
RR,Heavy,8,1968.282,1927.2489999999998,347.038
RR,Mixed,8,440.398,421.285,200.24800000000002
RR,Light,16,169.148,160.90500000000003,137.88600000000002
RR,Heavy,16,1974.655,1933.622,630.341
RR,Mixed,16,479.39799999999997,460.28499999999997,298.225
