Algorithm,Workload,Avg_TAT,Avg_WT,Avg_RT
SJF,Light,75.203,66.779,66.779
SJF,Heavy,1059.74,1017.8389999999999,1017.8389999999999
SJF,Mixed,219.70899999999997,199.776,199.776
